Id;Name;Name2
SETAR_SPH;Setaria sphacelata (Schumach.) Stapf & C. E. Hubb.;(Setaria sphacelata (Schumach.) Stapf & C. E. Hubb.)
SETAR_SPH_ANC;Setaria sphacelata (Schumach.) Stapf & C. E. Hubb. var. anceps (Stapf) Veldkamp;(Setaria sphacelata (Schumach.) Stapf & C. E. Hubb. var. anceps (Stapf) Veldkamp)
SETAR_VIR;Setaria viridis (L.) P. Beauv.;(Setaria viridis (L.) P. Beauv.)
SHEPH;Shepherdia;(Shepherdia)
SHEPH_ARG;Shepherdia argentea (Pursh) Nutt.;(Shepherdia argentea (Pursh) Nutt.)
SHERA;Sherardia;(Sherardia)
SHERA_ARV;Sherardia arvensis L.;(Sherardia arvensis L.)
SHORE;Shorea;(Shorea)
SHORE_ALM;Shorea almon Foxw.;(Shorea almon Foxw.)
SHORE_CON;Shorea contorta S. Vidal;(Shorea contorta S. Vidal)
SHORE_MAC;Shorea macrophylla (de Vriese) P. S. Ashton;(Shorea macrophylla (de Vriese) P. S. Ashton)
SHORE_NEG;Shorea negrosensis Foxw.;(Shorea negrosensis Foxw.)
SHORE_POL;Shorea polysperma (Blanco) Merr.;(Shorea polysperma (Blanco) Merr.)
SHORE_ROB;Shorea robusta C. F. Gaertn.;(Shorea robusta C. F. Gaertn.)
SHORE_STE;Shorea stenoptera Burck;(Shorea stenoptera Burck)
SICAN;Sicana;(Sicana)
SICAN_ODO;Sicana odorifera (Vell.) Naudin;(Sicana odorifera (Vell.) Naudin)
SICYO;Sicyos;(Sicyos)
SICYO_ANG;Sicyos angulatus L.;(Sicyos angulatus L.)
SIDAA;Sida;(Sida)
SIDAA_ACU;Sida acuta Burm. f.;(Sida acuta Burm. f.)
SIDAA_HER;Sida hermaphrodita (L.) Rusby;(Sida hermaphrodita (L.) Rusby)
SIDAA_RHO;Sida rhombifolia L.;(Sida rhombifolia L.)
SIDAA_SPI;Sida spinosa L.;(Sida spinosa L.)
SIDAL;Sidalcea A. Gray;(Sidalcea A. Gray)
SIDAL_CAN;Sidalcea candida A. Gray;(Sidalcea candida A. Gray)
SIDAL_MAL;Sidalcea malviflora (DC.) A. Gray ex Benth.;(Sidalcea malviflora (DC.) A. Gray ex Benth.)
SIDAL_ORE;Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray;(Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray)
SIDEI;Sideritis L.;(Sideritis L.)
SIDEI_PER;Sideritis perfoliata L.;(Sideritis perfoliata L.)
SIDEI_PER_ATH;Sideritis perfoliata L. subsp. athoa (Papan. & Kokkini) Baden;(Sideritis perfoliata L. subsp. athoa (Papan. & Kokkini) Baden)
SIDEI_RAE;Sideritis raeseri Boiss. & Heldr.;(Sideritis raeseri Boiss. & Heldr.)
SIDEI_SCA;Sideritis scardica Griseb.;(Sideritis scardica Griseb.)
SIDER;Sideroxylon L.;(Sideroxylon L.)
SIDER_INE;Sideroxylon inerme L.;(Sideroxylon inerme L.)
SILEN;Silene L.;(Silene L.)
SILEN_ACA;Silene acaulis (L.) Jacq.;(Silene acaulis (L.) Jacq.)
SILEN_ANO;Silene asterias x Silene noctiflora;(Silene asterias x Silene noctiflora)
SILEN_ANT;Silene antirrhina L.;(Silene antirrhina L.)
SILEN_ARK;Silene ?arkwrightii (Heydt) hort., nom. inval.;(Silene ?arkwrightii (Heydt) hort., nom. inval.)
SILEN_AST;Silene asterias Griseb.;(Silene asterias Griseb.)
SILEN_BAN;Silene banksia (Meerb.) Mabb.;(Silene banksia (Meerb.) Mabb.)
SILEN_COE;Silene coeli-rosa (L.) Godr.;(Silene coeli-rosa (L.) Godr.)
SILEN_COG;Silene cognata (Maxim.) H. Ohashi & H. Nakai;(Silene cognata (Maxim.) H. Ohashi & H. Nakai)
SILEN_DIC;Silene dichotoma Ehrh.;(Silene dichotoma Ehrh.)
SILEN_DIO;Silene dioica (L.) Clairv.;(Silene dioica (L.) Clairv.)
SILEN_FLJ;Silene flos-jovis (L.) Greuter & Burdet;(Silene flos-jovis (L.) Greuter & Burdet)
SILEN_FLO;Silene flos-cuculi (L.) Greuter & Burdet;(Silene flos-cuculi (L.) Greuter & Burdet)
SILEN_GAL;Silene gallica L.;(Silene gallica L.)
SILEN_LAT;Silene latifolia Poir.;(Silene latifolia Poir.)
SILEN_LAT_ALB;Silene latifolia Poir. subsp. alba (Mill.) Greuter & Burdet;(Silene latifolia Poir. subsp. alba (Mill.) Greuter & Burdet)
SILEN_NOC;Silene noctiflora L.;(Silene noctiflora L.)
SILEN_PEN;Silene pendula L.;(Silene pendula L.)
SILEN_SUE;Silene suecica (hort. Lodd.) Greuter & Burdet;(Silene suecica (hort. Lodd.) Greuter & Burdet)
SILEN_UNI;Silene uniflora Roth;(Silene uniflora Roth)
SILEN_VIS;Silene viscaria (L.) Borkh.;(Silene viscaria (L.) Borkh.)
SILEN_VIS_VIS;Silene viscaria (L.) Jess. subsp. viscaria;(Silene viscaria (L.) Jess. subsp. viscaria)
SILEN_VUL;Silene vulgaris (Moench) Garcke;(Silene vulgaris (Moench) Garcke)
SILOX;Siloxerus Labill.;(Siloxerus Labill.)
SILOX_HUM;Siloxerus humifusus Labill.;(Siloxerus humifusus Labill.)
SILPH;Silphium;(Silphium)
SILPH_PER;Silphium perfoliatum L.;(Silphium perfoliatum L.)
SILYB;Silybum;(Silybum)
SILYB_MAR;Silybum marianum (L.) Gaertn.;(Silybum marianum (L.) Gaertn.)
SIMAR;Simarouba;(Simarouba)
SIMAR_AMA;Simarouba amara Aubl.;(Simarouba amara Aubl.)
SIMMO;Simmondsia;(Simmondsia)
SIMMO_CHI;Simmondsia chinensis (Link) C. K. Schneid.;(Simmondsia chinensis (Link) C. K. Schneid.)
SINAP;Sinapis;(Sinapis)
SINAP_ALB;Sinapis alba L.;(Sinapis alba L.)
SINAP_ALB_ALB;Sinapis alba L. subsp. alba;(Sinapis alba L. subsp. alba)
SINAP_ARV;Sinapis arvensis L.;(Sinapis arvensis L.)
SINNI;Sinningia Nees;(Sinningia Nees)
SINNI_LEU;Sinningia leucotricha (Hoehne) H. E. Moore;(Sinningia leucotricha (Hoehne) H. E. Moore)
SINNI_SPE;Sinningia speciosa (G. Lodd.) Hiern;(Sinningia speciosa (G. Lodd.) Hiern)
SINOJ;Sinojackia Hu;(Sinojackia Hu)
SISYM;Sisymbrium;(Sisymbrium)
SISYM_ALT;Sisymbrium altissimum L.;(Sisymbrium altissimum L.)
SISYM_LOE;Sisymbrium loeselii L.;(Sisymbrium loeselii L.)
SISYM_OFF;Sisymbrium officinale (L.) Scop.;(Sisymbrium officinale (L.) Scop.)
SISYM_VOL;Sisymbrium volgense M. Bieb. ex E. Fourn.;(Sisymbrium volgense M. Bieb. ex E. Fourn.)
SISYR;Sisyrinchium L.;(Sisyrinchium L.)
SISYR_ANG;Sisyrinchium angustifolium Mill.;(Sisyrinchium angustifolium Mill.)
SISYR_ATL;Sisyrinchium atlanticum E. P. Bicknell;(Sisyrinchium atlanticum E. P. Bicknell)
SISYR_IDA;Sisyrinchium idahoense;(Sisyrinchium idahoense)
SISYR_STR;Sisyrinchium striatum Sm.;(Sisyrinchium striatum Sm.)
SKIMM;Skimmia Thunb.;(Skimmia Thunb.)
SKIMM_JAP;Skimmia japonica Thunb.;(Skimmia japonica Thunb.)
SKIMM_REE;Skimmia reevesiana (Fortune) Fortune;(Skimmia reevesiana (Fortune) Fortune)
SLPCH;Salpichroa;(Salpichroa)
SLPCH_ORI;Salpichroa origanifolia (Lam.) Thell.;(Salpichroa origanifolia (Lam.) Thell.)
SLPGL;Salpiglossis;(Salpiglossis)
SLPGL_SIN;Salpiglossis sinuata Ruiz & Pav.;(Salpiglossis sinuata Ruiz & Pav.)
SMALL;Smallanthus;(Smallanthus)
SMALL_SON;Smallanthus sonchifolius (Poepp. & Endl.) H. Rob.;(Smallanthus sonchifolius (Poepp. & Endl.) H. Rob.)
SMPHC;Symphoricarpos Duham.;(Symphoricarpos Duham.)
SMPHC_ALB;Symphoricarpos albus (L.) S. F. Blake;(Symphoricarpos albus (L.) S. F. Blake)
SMPHC_CHE;Symphoricarpos ?chenaultii Rehder;(Symphoricarpos ?chenaultii Rehder)
SMPHC_DOO;Symphoricarpos ?doorenbosii Krussm.;(Symphoricarpos ?doorenbosii Krussm.)
SMPHN;Symphonia;(Symphonia)
SMPHN_GLO;Symphonia globulifera L. f.;(Symphonia globulifera L. f.)
SOARO;Sorbus ? Aronia;(Sorbus ? Aronia)
SOCAP;Solanum x Capsicum;(Solanum x Capsicum)
SOCAP_LAN;Solanum lycopersicum x Capsicum annuum;(Solanum lycopersicum x Capsicum annuum)
SOLAN;Solanum L.;(Solanum L.)
SOLAN_AET;Solanum aethiopicum L.;(Solanum aethiopicum L.)
SOLAN_AVI;Solanum aviculare G. Forst.;(Solanum aviculare G. Forst.)
SOLAN_BET;Solanum betaceum Cav.;(Solanum betaceum Cav.)
SOLAN_CAR;Solanum carolinense L.;(Solanum carolinense L.)
SOLAN_CHE;Solanum cheesmaniae (L. Ridley) Fosberg;(Solanum cheesmaniae (L. Ridley) Fosberg)
SOLAN_CHI;Solanum chilense (Dunal) Reiche;(Solanum chilense (Dunal) Reiche)
SOLAN_CHM;Solanum chmielewskii (C.M. Rick et al.) D.M. Spooner et al.;(Solanum chmielewskii (C.M. Rick et al.) D.M. Spooner et al.)
SOLAN_CRI;Solanum crispum Ruiz & Pav.;(Solanum crispum Ruiz & Pav.)
SOLAN_DUL;Solanum dulcamara L.;(Solanum dulcamara L.)
SOLAN_ELA;Solanum elaeagnifolium Cav.;(Solanum elaeagnifolium Cav.)
SOLAN_GAL;Solanum galapagense S.C. Darwin & Peralta;(Solanum galapagense S.C. Darwin & Peralta)
SOLAN_GIG;Solanum giganteum Jacq.;(Solanum giganteum Jacq.)
SOLAN_GLA;Solanum glaucophyllum Desf.;(Solanum glaucophyllum Desf.)
SOLAN_HAB;Solanum habrochaites S. Knapp & D.M. Spooner;(Solanum habrochaites S. Knapp & D.M. Spooner)
SOLAN_JAS;Solanum jasminoides Paxt.;(Solanum jasminoides Paxt.)
SOLAN_LAC;Solanum laciniatum Aiton;(Solanum laciniatum Aiton)
SOLAN_LBE;Solanum lycopersicum L. var. lycopersicum x Solanum betaceum Cav.;(Solanum lycopersicum L. var. lycopersicum x Solanum betaceum Cav.)
SOLAN_LCH;Solanum lycopersicum L. x Solanum cheesmaniae (L. Ridley) Fosberg;(Solanum lycopersicum L. x Solanum cheesmaniae (L. Ridley) Fosberg)
SOLAN_LHA;hybrids between Solanum lycopersicum L. and Solanum habrochaites S. Knapp & D.M. Spooner;(hybrids between Solanum lycopersicum L. and Solanum habrochaites S. Knapp & D.M. Spooner)
SOLAN_LIN;Solanum linnaeanum Hepper & P.-M. L. Jaeger;(Solanum linnaeanum Hepper & P.-M. L. Jaeger)
SOLAN_LPE;Solanum lycopersicum L. x Solanum peruvianum (L.) Mill.;(Solanum lycopersicum L. x Solanum peruvianum (L.) Mill.)
SOLAN_LPI;Solanum lycopersicum x Solanum pimpinellifolium;(Solanum lycopersicum x Solanum pimpinellifolium)
SOLAN_LYC;Solanum lycopersicum L.;(Solanum lycopersicum L.)
SOLAN_LYC_CER;Solanum lycopersicum L. var. cerasiforme (Alef.) Fosberg;(Solanum lycopersicum L. var. cerasiforme (Alef.) Fosberg)
SOLAN_LYC_LYC;Solanum lycopersicum L. var. lycopersicum;(Solanum lycopersicum L. var. lycopersicum)
SOLAN_MAM;Solanum mammosum L.;(Solanum mammosum L.)
SOLAN_MAR;Solanum marginatum L. f.;(Solanum marginatum L. f.)
SOLAN_MAU;Solanum mauritianum Scop.;(Solanum mauritianum Scop.)
SOLAN_MEL;Solanum melongena L.;(Solanum melongena L.)
SOLAN_MET;hybrids between Solanum melongena L. and Solanum aethiopicum L.;(hybrids between Solanum melongena L. and Solanum aethiopicum L.)
SOLAN_MTO;Solanum melongena ? Solanum torvum;(Solanum melongena ? Solanum torvum)
SOLAN_MUR;Solanum muricatum Aiton;(Solanum muricatum Aiton)
SOLAN_NIG;Solanum nigrum L.;(Solanum nigrum L.)
SOLAN_PEN;Solanum pennellii Correll;(Solanum pennellii Correll)
SOLAN_PER;Solanum peruvianum L.;(Solanum peruvianum L.)
SOLAN_PHA;Solanum pimpinellifolium x Solanum habrochaites;(Solanum pimpinellifolium x Solanum habrochaites)
SOLAN_PIM;Solanum pimpinellifolium L.;(Solanum pimpinellifolium L.)
SOLAN_PSE;Solanum pseudocapsicum L.;(Solanum pseudocapsicum L.)
SOLAN_QUI;Solanum quitoense Lam.;(Solanum quitoense Lam.)
SOLAN_RET;Solanum retroflexum Dunal;(Solanum retroflexum Dunal)
SOLAN_ROS;Solanum rostratum Dunal;(Solanum rostratum Dunal)
SOLAN_SFL;Solanum sessiliflorum Dunal;(Solanum sessiliflorum Dunal)
SOLAN_SIS;Solanum sisymbriifolium Lam.;(Solanum sisymbriifolium Lam.)
SOLAN_TOR;Solanum torvum Sw.;(Solanum torvum Sw.)
SOLAN_TUB;Solanum tuberosum L.;(Solanum tuberosum L.)
SOLAN_TUB_AND;Solanum tuberosum L. subsp. andigenum (Juz. & Bukasov) Hawkes;(Solanum tuberosum L. subsp. andigenum (Juz. & Bukasov) Hawkes)
SOLAN_TUB_TUB;Solanum tuberosum L. subsp. tuberosum;(Solanum tuberosum L. subsp. tuberosum)
SOLAN_VIR;Solanum virginianum L.;(Solanum virginianum L.)
SOLEN;Solenostemon;(Solenostemon)
SOLEN_ROT;Solenostemon rotundifolius (Poir.) J. K. Morton;(Solenostemon rotundifolius (Poir.) J. K. Morton)
SOLIA;X Solidaster Wehrh.;(X Solidaster Wehrh.)
SOLIA_LUT;X Solidaster luteus (Everett) M. L. Green ex Dress;(X Solidaster luteus (Everett) M. L. Green ex Dress)
SOLID;Solidago L.;(Solidago L.)
SOLID_CAN;Solidago canadensis L.;(Solidago canadensis L.)
SOLID_CUT;Solidago cutleri Fern.;(Solidago cutleri Fern.)
SOLID_CVI;Solidago canadensis ? Solidago virgaurea;(Solidago canadensis ? Solidago virgaurea)
SOLID_FLE;Solidago flexicaulis L.;(Solidago flexicaulis L.)
SOLID_PTA;Solidago ptarmicoides (Torr. & A. Gray) B. Boivin;(Solidago ptarmicoides (Torr. & A. Gray) B. Boivin)
SOLID_VIR;Solidago virgaurea L.;(Solidago virgaurea L.)
SONCH;Sonchus;(Sonchus)
SONCH_ARV;Sonchus arvensis L.;(Sonchus arvensis L.)
SONCH_ASP;Sonchus asper (L.) Hill;(Sonchus asper (L.) Hill)
SONCH_OLE;Sonchus oleraceus L.;(Sonchus oleraceus L.)
SONER;Sonerila;(Sonerila)
SONER_COR;Sonerila cordifolia cong;(Sonerila cordifolia cong)
SOPER;Solenostemon x Perilla;(Solenostemon x Perilla)
SOPER_SFR;Solenostemon scutellarioides x Perilla frutescens;(Solenostemon scutellarioides x Perilla frutescens)
SOPHL;X Sophrolaeliocattleya Hort.;(X Sophrolaeliocattleya Hort.)
SOPHO;Sophora L.;(Sophora L.)
SOPHO_JAP;Sophora japonica L.;(Sophora japonica L.)
SOPHO_MIC;Sophora microphylla Aiton;(Sophora microphylla Aiton)
SOPHO_PRO;Sophora prostrata Buchanan;(Sophora prostrata Buchanan)
SOPHR;Sophronitis Lindl.;(Sophronitis Lindl.)
SORBA;Sorbaria (Ser. ex DC.) A.Braun;(Sorbaria (Ser. ex DC.) A.Braun)
SORBA_SOR;Sorbaria sorbifolia (L.) A. Braun;(Sorbaria sorbifolia (L.) A. Braun)
SORBO;?Sorbocrataegus;(?Sorbocrataegus)
SORBO_ASA;Sorbus aucuparia L. x Crataegus sanguinea Pall.;(Sorbus aucuparia L. x Crataegus sanguinea Pall.)
SORBU;Sorbus L.;(Sorbus L.)
SORBU_ARI;Sorbus aria (L.) Crantz;(Sorbus aria (L.) Crantz)
SORBU_AUC;Sorbus aucuparia L.;(Sorbus aucuparia L.)
SORBU_AUC_MAD;Sorbus aucuparia L. subsp. maderensis (Lowe) McAll.;(Sorbus aucuparia L. subsp. maderensis (Lowe) McAll.)
SORBU_AUC_POH;Sorbus aucuparia L. subsp. pohuashanensis (Hance) McAll.;(Sorbus aucuparia L. subsp. pohuashanensis (Hance) McAll.)
SORBU_AUC_PRA;Sorbus aucuparia L. subsp. praemorsa (Guss.) Nyman;(Sorbus aucuparia L. subsp. praemorsa (Guss.) Nyman)
SORBU_AUC_SIB;Sorbus aucuparia L. subsp. sibirica (Hedl.) Krylov;(Sorbus aucuparia L. subsp. sibirica (Hedl.) Krylov)
SORBU_COM;Sorbus commixta Hedl.;(Sorbus commixta Hedl.)
SORBU_DOM;Sorbus domestica L.;(Sorbus domestica L.)
SORBU_HUP;Sorbus hupehensis C.K. Schneid;(Sorbus hupehensis C.K. Schneid)
SORBU_HYB;Sorbus hybrida L.;(Sorbus hybrida L.)
SORBU_INT;Sorbus intermedia (Ehrh.) Pers.;(Sorbus intermedia (Ehrh.) Pers.)
SORBU_LAT;Sorbus latifolia (Lam.) Pers.;(Sorbus latifolia (Lam.) Pers.)
SORBU_TOR;Sorbus torminalis (L.) Crantz;(Sorbus torminalis (L.) Crantz)
SORBU_UMB;Sorbus umbellata (Desf.) Fritsch;(Sorbus umbellata (Desf.) Fritsch)
SPANA;Spananthe;(Spananthe)
SPANA_PAN;Spananthe paniculata Jacq.;(Spananthe paniculata Jacq.)
SPARA;Sparassis;(Sparassis)
SPARA_CRI;Sparassis crispa Wulf.: Fr.;(Sparassis crispa Wulf.: Fr.)
SPARG;Sparganium;(Sparganium)
SPARG_ERE;Sparganium erectum L.;(Sparganium erectum L.)
SPARN;Spartina Schreb.;(Spartina Schreb.)
SPARN_ALT;Spartina alterniflora Loisel.;(Spartina alterniflora Loisel.)
SPARR;Sparrmannia;(Sparrmannia)
SPARR_AFR;Sparrmannia africana L. f.;(Sparrmannia africana L. f.)
SPART;Spartium L.;(Spartium L.)
SPART_JUN;Spartium junceum L.;(Spartium junceum L.)
SPARX;Sparaxis Ker Gawl.;(Sparaxis Ker Gawl.)
SPERG;Spergula;(Spergula)
SPERG_ARV;Spergula arvensis L.;(Spergula arvensis L.)
SPHAE;Sphaeranthus;(Sphaeranthus)
SPHAE_IND;Sphaeranthus indicus L.;(Sphaeranthus indicus L.)
SPHIP;Sprekelia x hippeastrum;(Sprekelia x hippeastrum)
SPHRL;?Sophrolaelia hort.;(?Sophrolaelia hort.)
SPHYR;Sphyrospermum Poepp. & Endl.;(Sphyrospermum Poepp. & Endl.)
SPHYR_BUX;Sphyrospermum buxifolium Poepp. & Endl.;(Sphyrospermum buxifolium Poepp. & Endl.)
SPINA;Spinacia L.;(Spinacia L.)
SPINA_OLE;Spinacia oleracea L.;(Spinacia oleracea L.)
SPIRA;Spiraea L.;(Spiraea L.)
SPIRA_BET;Spiraea betulifolia Pall.;(Spiraea betulifolia Pall.)
SPIRA_CAN;Spiraea cantoniensis Lour.;(Spiraea cantoniensis Lour.)
SPIRA_CIN;Spiraea ?cinerea Zabel;(Spiraea ?cinerea Zabel)
SPIRA_FJA;Spiraea fritschiana ? Spiraea japonica;(Spiraea fritschiana ? Spiraea japonica)
SPIRA_FRI;Spiraea fritschiana C. K. Schneid.;(Spiraea fritschiana C. K. Schneid.)
SPIRA_HAY;Spiraea hayatana H. L. Li;(Spiraea hayatana H. L. Li)
SPIRA_HJA;Spiraea hayatana x Spiraea japonica;(Spiraea hayatana x Spiraea japonica)
SPIRA_JAP;Spiraea japonica L. f.;(Spiraea japonica L. f.)
SPIRA_MED;Spiraea media Schmidt;(Spiraea media Schmidt)
SPIRA_NIP;Spiraea nipponica Maxim.;(Spiraea nipponica Maxim.)
SPIRA_PRU;Spiraea prunifolia Siebold & Zucc.;(Spiraea prunifolia Siebold & Zucc.)
SPIRA_PRU_SIM;Spiraea prunifolia Siebold & Zucc. f. simpliciflora Nakai;(Spiraea prunifolia Siebold & Zucc. f. simpliciflora Nakai)
SPIRA_THU;Spiraea thunbergii Siebold ex Blume;(Spiraea thunbergii Siebold ex Blume)
SPIRA_VAN;Spiraea ?vanhouttei (Briot) Zabel;(Spiraea ?vanhouttei (Briot) Zabel)
SPIRO;Spirodela Schleid.;(Spirodela Schleid.)
SPIRO_POL;Spirodela polyrhiza (L.) Schleid.;(Spirodela polyrhiza (L.) Schleid.)
SPOND;Spondias;(Spondias)
SPOND_DUL;Spondias dulcis Sol. ex Parkinson;(Spondias dulcis Sol. ex Parkinson)
SPOND_MOM;Spondias mombin L.;(Spondias mombin L.)
SPOND_PUR;Spondias purpurea L.;(Spondias purpurea L.)
SPORO;Sporobolus;(Sporobolus)
SPORO_AIR;Sporobolus airoides (Torr.) Torr.;(Sporobolus airoides (Torr.) Torr.)
SPORO_CRY;Sporobolus cryptandrus (Torr.) A. Gray;(Sporobolus cryptandrus (Torr.) A. Gray)
SPORO_DIA;Sporobolus diandrus (Retz.) P. Beauv.;(Sporobolus diandrus (Retz.) P. Beauv.)
SPORO_FIM;Sporobolus fimbriatus (Trin.) Nees;(Sporobolus fimbriatus (Trin.) Nees)
SPORO_HET;Sporobolus heterolepis (A. Gray) A. Gray;(Sporobolus heterolepis (A. Gray) A. Gray)
SPORO_IND;Sporobolus indicus (L.) R. Br.;(Sporobolus indicus (L.) R. Br.)
SPORO_VIR;Sporobolus virginicus (L.) Kunth;(Sporobolus virginicus (L.) Kunth)
SPORO_WRI;Sporobolus wrightii Munro ex Scribn.;(Sporobolus wrightii Munro ex Scribn.)
SPREK;Sprekelia Heist.;(Sprekelia Heist.)
SPREK_FOR;Sprekelia formosissima (L.) Herb.;(Sprekelia formosissima (L.) Herb.)
SPRMC;Spermacoce;(Spermacoce)
SPRMC_ALA;Spermacoce alata Aubl.;(Spermacoce alata Aubl.)
SPRMC_ASS;Spermacoce assurgens Ruiz & Pav.;(Spermacoce assurgens Ruiz & Pav.)
SPRMC_HIS;Spermacoce hispida L.;(Spermacoce hispida L.)
SPTHD;Spathodea;(Spathodea)
SPTHD_CAM;Spathodea campanulata P. Beauv.;(Spathodea campanulata P. Beauv.)
SPTHG;Spathoglottis Bl.;(Spathoglottis Bl.)
SPTHG_PLI;Spathoglottis plicata Blume;(Spathoglottis plicata Blume)
SPTHG_UNG;Spathoglottis unguiculata;(Spathoglottis unguiculata)
SPTHG_UPL;Spathoglottis unguiculata x Spathoglottis plicata;(Spathoglottis unguiculata x Spathoglottis plicata)
SPTHP;Spathiphyllum Schott;(Spathiphyllum Schott)
SPTHP_WAL;Spathiphyllum wallisii Regel;(Spathiphyllum wallisii Regel)
SPYRI;Spyridium Fenzl;(Spyridium Fenzl)
SPYRI_GLO;Spyridium globulosum (Labill.) Benth.;(Spyridium globulosum (Labill.) Benth.)
SRGHM;Sorghum Moench;(Sorghum Moench)
SRGHM_ALM;Sorghum ?almum Parodi;(Sorghum ?almum Parodi)
SRGHM_BIC;Sorghum bicolor (L.) Moench;(Sorghum bicolor (L.) Moench)
SRGHM_BIC_BIC;Sorghum bicolor (L.) Moench subsp. bicolor;(Sorghum bicolor (L.) Moench subsp. bicolor)
SRGHM_DER;Sorghum xderzhavinii Tzvel.;(Sorghum xderzhavinii Tzvel.)
SRGHM_DRU;Sorghum ?drummondii (Steud.) Millsp. & Chase;(Sorghum ?drummondii (Steud.) Millsp. & Chase)
SRGHM_HAL;Sorghum halepense (L.) Pers.;(Sorghum halepense (L.) Pers.)
SRGHS;Sorghastrum;(Sorghastrum)
SRGHS_NUT;Sorghastrum nutans (L.) Nash;(Sorghastrum nutans (L.) Nash)
STADM;Stadmania Lam.;(Stadmania Lam.)
STADM_SER;Stadmania serrulata Capuron;(Stadmania serrulata Capuron)
STCHS;Stachys L.;(Stachys L.)
STCHS_AET;Stachys aethiopica L.;(Stachys aethiopica L.)
STCHS_AFF;Stachys affinis Bunge;(Stachys affinis Bunge)
STCHS_ANN;Stachys annua (L.) L.;(Stachys annua (L.) L.)
STCHS_ARV;Stachys arvensis (L.) L.;(Stachys arvensis (L.) L.)
STCHS_BDE;Stachys byzantina K. Koch ? Stachys debilis Kunth;(Stachys byzantina K. Koch ? Stachys debilis Kunth)
STCHS_BYZ;Stachys byzantina K. Koch;(Stachys byzantina K. Koch)
STCHS_DEB;Stachys debilis Kunth;(Stachys debilis Kunth)
STCHS_MAC;Stachys macrantha (K. Koch) Stearn;(Stachys macrantha (K. Koch) Stearn)
STCHS_PAL;Stachys palustris L.;(Stachys palustris L.)
STCHT;Stachytarpheta;(Stachytarpheta)
STCHT_URT;Stachytarpheta urticifolia Sims;(Stachytarpheta urticifolia Sims)
STEIN;Steinchisma Raf.;(Steinchisma Raf.)
STEIR;Steirodiscus;(Steirodiscus)
STEIR_TAG;Steirodiscus tagetes (L.) Schltr.;(Steirodiscus tagetes (L.) Schltr.)
STELE;Stelechocarpus;(Stelechocarpus)
STELE_BUR;Stelechocarpus burahol (Blume) Hook. f. et Thomson;(Stelechocarpus burahol (Blume) Hook. f. et Thomson)
STELL;Stellaria;(Stellaria)
STELL_GRA;Stellaria graminea L.;(Stellaria graminea L.)
STELL_MED;Stellaria media (L.) Vill.;(Stellaria media (L.) Vill.)
STEMM;Stemmacantha;(Stemmacantha)
STEMM_CAR;Stemmacantha carthamoides (Willd.) Dittrich;(Stemmacantha carthamoides (Willd.) Dittrich)
STEMN;Stemona Lour.;(Stemona Lour.)
STEMN_JAP;Stemona japonica (Blume) Miq.;(Stemona japonica (Blume) Miq.)
STEMO;Stemodia;(Stemodia)
STEMO_VIS;Stemodia viscosa Roxb.;(Stemodia viscosa Roxb.)
STENC;Stenocarpus R. Br.;(Stenocarpus R. Br.)
STENO;Stenotaphrum;(Stenotaphrum)
STENO_SEC;Stenotaphrum secundatum (Walter) Kuntze;(Stenotaphrum secundatum (Walter) Kuntze)
STENS;Stenocereus (A. Berger) Riccob.;(Stenocereus (A. Berger) Riccob.)
STEPH;Stephanandra Sieb. et Zucc.;(Stephanandra Sieb. et Zucc.)
STERE;Stereospermum Cham.;(Stereospermum Cham.)
STERE_EUP;Stereospermum euphorioides DC.;(Stereospermum euphorioides DC.)
STEVI;Stevia;(Stevia)
STEVI_REB;Stevia rebaudiana (Bertoni) Bertoni;(Stevia rebaudiana (Bertoni) Bertoni)
STEWA;Stewartia L.;(Stewartia L.)
STEWA_PSE;Stewartia pseudocamellia Maxim.;(Stewartia pseudocamellia Maxim.)
STEWA_ROS;Stewartia rostrata Spongberg;(Stewartia rostrata Spongberg)
STIPA;Stipa;(Stipa)
STIPA_BRA;Stipa brachychaeta Godr.;(Stipa brachychaeta Godr.)
STIPA_COM;Stipa comata Trin. & Rupr.;(Stipa comata Trin. & Rupr.)
STIPA_NEE;Stipa neesiana Trin. & Rupr.;(Stipa neesiana Trin. & Rupr.)
STIPA_PUL;Stipa pulchra Hitchc.;(Stipa pulchra Hitchc.)
STIPA_SPL;Stipa splendens Trin.;(Stipa splendens Trin.)
STIPA_TEN;Stipa tenacissima Loefl. ex L.;(Stipa tenacissima Loefl. ex L.)
STIPA_TRI;Stipa trichotoma Nees;(Stipa trichotoma Nees)
STIPA_VIR;Stipa viridula Trin.;(Stipa viridula Trin.)
STOKE;Stokesia L’Her.;(Stokesia L’Her.)
STOKE_LAE;Stokesia laevis (Hill) Greene;(Stokesia laevis (Hill) Greene)
STREL;Strelitzia Ait.;(Strelitzia Ait.)
STREL_REG;Strelitzia reginae Aiton;(Strelitzia reginae Aiton)
STRIG;Striga Lour.;(Striga Lour.)
STRIG_ASI;Striga asiatica (L.) Kuntze;(Striga asiatica (L.) Kuntze)
STRIG_DEN;Striga densiflora (Benth.) Benth.;(Striga densiflora (Benth.) Benth.)
